NIC;TEX;HOU;FUE;FOO;ALC;TOB;CLO;DUR;TRA;SER;OGM;AGE;OCC;ECP;NOP;NGW
70.77;47.346;7.865;2.575;14.856;2.23;8.685;0;.1;6;3.637;1.398;71;11;8;2;0
63.15;74.234;7.183;7.5;25.61;.845;4.798;8.605;4.772;4.16;5.715;5.046;47;11;9;5;20.2
56.379;50.996;9.29;2.793;18.71;3.25;3.821;5.535;.381;1.715;3.241;2.26;24;6;2;3;63.1
88.71;64.58;7.87;4.675;17.635;25.3;3.251;.45;.096;.48;2.765;2.058;71;11;8;3;98.74
55.14;47.309;6.82;2.088;10.5;12.75;2.813;4.135;1.5;1.91;2.252;2.541;27;7;2;3;62.5
44.653;45.211;3.82;2.16;23.093;0;7;1.33;2.19;1.32;.604;3.694;32;7;4;5;42
34.98;42.07;13.155;3.151;13.049;1.866;.49;0;4.191;.764;3.379;2.025;57;11;9;2;4
69.882;78.528;15.75;3.107;20.876;1.445;0;9.455;3.328;13.394;3.273;7.9;37;2;2;5;70.73
78.233;48.309;7.71;.928;6.273;8.325;0;0;3.846;16.833;3.541;.853;24;1;2;2;107.307
119.057;116.308;8.06;1.192;21.777;6.635;8.822;.67;2.909;27.897;4.185;34.161;44;7;2;3;169.418
17.47;14.379;5.757;1.649;3.924;0;0;0;.649;.12;1.667;.613;73;10;6;1;0
31.196;26.3;7.563;.821;3.489;5.05;2.388;0;.096;0;.643;6.25;75;10;6;1;0
52.289;45.182;3.885;3.488;15.038;2.693;0;.63;5.363;8.621;3.264;2.2;23;2;2;4;57.005
79.018;53.767;6.27;3.05;11.333;2.59;.188;.2;6.403;8.311;10.178;5.244;50;8;2;2;105.974
67.61;58.86;7;2.59;20.82;9.033;7.079;0;.5;7.178;3.034;1.626;66;10;6;3;68.5
48.251;30.695;9.939;1.165;12.129;0;0;.15;.055;3.673;1.684;1.9;61;6;2;2;55.46
144.683;79.037;3.49;2.18;23.153;21.036;4.535;5.525;5.077;2.4;8.951;2.69;55;7;2;3;205.88
57.023;73.209;7.48;2.333;17.762;1.665;2.495;3.4;19.395;1.925;12.716;4.038;51;6;2;2;73.275
32.069;27.578;4.8;3.642;9.161;0;0;1.245;.676;0;5.017;3.037;51;5;10;1;0
42.251;35.752;6.21;1.985;11.141;1.44;0;.3;.156;8.384;2.785;3.351;64;6;2;2;39.6
64.126;76.708;11.128;4.025;26.445;.8;0;7.095;8.564;4.324;9.353;4.974;41;2;1;4;6
45.789;56.684;7.94;2.089;15.238;1.6;3.395;3.555;8.62;10.527;2.034;1.686;50;6;2;2;61.34
150.715;82.083;12.406;3.724;13.988;2.795;0;8.94;.661;19.754;10.697;9.118;37;2;2;4;190.363
86.324;66.646;34.157;2.775;5.365;2.515;0;1;.491;11.9;6.583;1.86;29;4;2;2;124.935
64.23;49.315;10.564;2.969;13.808;2.35;3.9;2.325;0;8.95;2.059;2.39;31;2;2;4;74.923
56.925;57.808;13.333;.768;12.75;2.13;0;0;.199;23.146;4.416;1.066;60;7;10;1;55.45
90.826;163.78;8.663;2.418;24.012;4.62;0;7.582;73.25;16.663;10.292;16.28;22;1;2;3;99.134
38.361;29.683;6.448;2.48;14.54;0;0;1.25;.077;1.105;3.198;.585;62;7;2;2;50.66
49.054;41.71;13.07;2.775;14.796;2.26;0;1.995;.19;1.603;4.446;.575;68;11;8;1;0
60.376;29.614;10.176;3.255;8.195;0;0;.34;.119;.5;5.596;1.433;82;11;8;1;0
50.832;27.854;10.267;3.004;11.546;0;0;.54;.168;0;1.479;.85;86;11;8;2;0
67.029;56.019;8.594;1.672;10.06;1.05;0;5.22;.202;17.976;8.429;2.816;46;4;2;2;61.092
46.108;33.48;10.408;4.184;13.015;.34;3.385;0;.101;0;.226;1.821;79;4;3;2;10.5
24.438;25.328;6.833;1.827;5.456;5.541;3.15;0;0;1.04;.731;.75;79;10;6;1;0
102.199;84.549;11.1;5.923;22.686;2.72;10.251;13.775;.246;9.709;4.998;3.141;52;1;2;3;105.136
68.29;63.205;8.458;5.477;24.01;4.134;2.624;3.87;.863;.12;7.138;6.511;30;4;2;4;72.174
143.009;135.911;14.11;6.469;21.739;6.983;3.515;15.195;1.86;25.144;35.628;5.268;52;2;2;3;182.814
28.795;19.223;6.574;3.196;7.094;0;0;0;.305;0;1.558;.496;63;11;8;1;0
30.816;13.15;10;0;1.681;0;0;0;0;1.2;.269;0;66;10;6;2;0
28.709;42.408;14.183;22.658;4.253;0;0;0;0;.17;.661;.483;81;11;8;1;0
81.763;131.297;6.661;2.413;15.118;1.75;5.573;6.641;.584;13.555;74.413;4.589;56;2;2;3;106.88
63.118;53.197;3.29;2.644;22.018;5.19;0;3.195;.192;9.249;4.578;2.841;40;7;2;5;74.7
77.809;80.915;3.974;3.925;22.468;3.875;5.345;10.43;.266;12.749;11.819;6.064;48;6;2;3;101.561
30.242;29.774;11.13;1.044;7.316;0;1.621;0;.775;4.608;1.771;1.509;71;10;6;2;0
27.484;27.98;4.563;3.019;10.773;0;6.5;0;.096;.12;.829;2.08;72;10;6;2;0
66.752;65.006;7.026;2.752;21.053;1.19;9.263;2.741;.067;8.968;3.915;8.031;40;6;2;4;77.66
127.335;189.511;14.743;1.554;11.629;12.135;2.339;16.726;12.692;23.775;89.924;3.994;48;6;2;3;142.962
31.007;13.855;5.204;3.132;1.854;0;0;0;.096;0;2.894;.675;73;10;6;1;0
95.016;60.74;5.977;3.476;21.617;.83;3.986;3.215;.277;8.386;6.286;6.69;60;7;1;3;22.438
116.918;111.611;14.633;4.43;20.225;2.52;2.978;4.225;1.545;17.977;40.96;2.118;48;2;2;2;143.489
64.915;135.104;57.9;4.615;16.074;.095;0;10.64;32.077;6.661;3.438;3.604;47;1;2;3;76.212
224.427;67.347;14.844;1.992;15.099;.71;.47;0;.441;5.714;25.972;2.105;53;2;1;4;0
149.498;77.917;30.344;1.853;19.21;.665;1.558;.35;.837;11.137;6.987;4.976;47;4;2;4;177.058
45.901;89.065;12.837;3.054;29.34;0;0;1.545;13.28;2.06;8.991;17.958;48;11;9;4;0
85.733;99.034;17.148;3.923;33.456;15.17;0;12.15;2.384;4.146;4.811;5.846;30;2;2;5;91.348
68.408;77.698;9.308;3.789;13.444;1.34;0;4.093;.135;4.43;6.602;34.557;46;1;2;3;82.216
49.965;39.996;13.664;4.373;11.382;0;0;.51;1.08;4.583;1.686;2.718;68;7;3;3;8
94.828;72.561;10.197;2.955;21.171;10.5;5.586;6.82;0;7.002;2.378;5.952;37;6;2;5;109.229
133.203;110.962;8.373;2.096;25.237;7.343;2.97;3.5;2.413;47.623;6.764;4.643;52;1;2;4;166.172
69.213;57.132;8.68;3.503;12.804;4.735;1.4;3.515;0;.51;19.824;2.161;62;10;6;2;68.05
71.891;74.175;11.567;3.748;10.103;1.99;2.96;2.012;.055;35.934;3.889;1.917;23;2;2;2;78.983
111.132;87.202;11.15;3.801;33.219;3.02;2.82;5.443;9.785;6.721;5.171;6.072;40;8;2;6;118.478
17.27;12.956;4.53;.272;3.704;.525;0;0;0;1.55;1.8;.575;77;10;6;1;0
53.148;59.108;6.558;3.684;18.515;7.51;1.791;1.63;.531;12.566;2.643;3.68;34;6;2;4;73.18
50.066;48.596;7.73;2.414;16.369;3.97;2.492;4.035;3.046;1.194;4.662;2.684;29;6;2;3;62.116
14.584;18.175;.832;2.387;5.749;0;0;7.995;0;0;.393;.819;74;10;6;1;0
43.76;38.618;5.91;2.795;17.115;.84;1.756;0;3.48;1.56;.814;4.348;38;6;2;5;58.785
17.381;16.965;2.542;3.251;7.205;.675;.315;.2;.077;.75;.554;1.396;71;10;6;1;0
38.192;27.631;2.028;1.72;8.169;2.2;1.172;3.34;.227;1.442;2.418;4.915;65;10;6;2;0
52.444;137.402;5.91;3.211;20.112;20.815;11.154;12.931;1.1;4.17;42.774;15.225;52;6;2;3;69.79
64.018;96.256;4.643;1.661;25.123;8.69;4.945;21.475;.058;7.999;13.839;7.823;48;6;2;2;114.925
113.87;83.86;4.332;2.209;20.811;7.703;.225;11.07;4.492;19.555;3.427;10.036;43;6;2;5;108.66
44.012;34.321;2.467;1.553;12.149;6.52;3.879;0;.843;2.663;2.441;1.806;32;6;2;3;66.09
92.719;51.687;2.32;3.116;15.405;7.085;2.45;.995;.726;8.084;9.096;2.41;40;6;2;2;76.43
51.904;57.113;3.193;11.388;13.4;6.168;8.82;0;3.857;4.923;2.798;2.566;52;7;2;2;58.8
27.08;26.613;4.44;2.809;11.107;0;2.63;.125;0;.63;2.926;1.946;68;10;6;2;0
68.403;95.318;6.08;1.274;8.693;0;4;.345;2.953;64.346;2.289;5.338;69;6;3;2;59.63
34.623;21.835;2.996;1.912;5.244;0;0;0;1.199;0;6.47;4.014;80;11;8;1;0
54.646;33.486;7;.938;12.152;1.005;1.095;.748;1.746;2.59;1.611;4.601;24;11;9;4;0
60.004;54.315;2.387;1.354;17.979;8.38;6.308;3.846;.129;7.028;3.113;3.791;34;7;2;5;88.608
60.22;36.534;3.5;1.695;10.926;6.82;4.841;.5;0;6.026;1.341;.885;48;6;2;2;61.352
16.98;7.963;2.317;.942;3.695;0;0;0;0;0;.954;.055;83;11;8;1;0
17.4;20.399;6.5;4.55;6.559;0;2.7;0;0;0;0;.09;56;11;9;1;0
64.996;45.585;7.333;2.002;11.068;3.045;0;12.975;.178;3.575;4.196;1.213;46;6;2;2;62.33
42.549;12.854;7.172;.766;1.935;0;0;0;.163;.536;1.662;.62;67;10;6;1;0
22.856;19.897;3.124;4.38;7.014;.15;1.145;2.415;0;0;.824;.845;60;7;2;1;12.185
60.474;34.289;5.553;2.368;11.405;2.08;4.16;0;2.933;3.749;.838;1.203;30;6;2;4;70.21
36.521;23.913;7.692;1.487;11.978;0;0;0;.098;0;1.198;1.46;78;10;6;1;0
24.992;13.222;2.842;.82;7.574;.873;0;0;.18;0;.5;.433;70;10;6;2;0
14.569;9.304;1.5;1.13;4.396;0;0;.195;0;.1;.255;1.728;74;11;8;1;0
20.12;14.341;4.708;3.469;4.475;0;0;0;0;0;1.129;.56;82;11;8;1;0
47.861;30.814;5.03;5.404;6.674;3;0;0;.038;9.121;.411;1.136;76;10;6;2;44.62
69.966;59.925;4.715;1.817;16.929;0;5.6;9.923;15.171;0;1.81;3.96;52;7;2;4;75.796
84.055;26.868;5.775;1.28;10.005;2.865;0;0;1.169;3.1;1.724;.95;22;1;2;2;97.751
32.976;22.299;5.88;1.728;5.256;.735;0;3.56;.077;.39;2.285;2.388;48;7;2;1;27.89
43.296;60.438;9.24;1.791;15.464;.455;0;3.469;10.007;8.271;7.408;4.333;24;6;2;3;56.25
97.453;42.357;9.255;1.401;13.108;5.84;0;0;.269;2.904;6.549;3.031;28;1;2;2;136.24
88.746;74.726;7.106;2.765;13.589;1.35;0;2.99;32.481;4.652;1.737;8.056;23;3;3;2;118.752
35.604;24.892;6.388;8.099;3.178;0;0;.93;.932;.74;2.695;1.93;56;6;2;1;31.854
71.73;82.855;10.09;1.473;34.021;0;0;2;1.739;16.029;4.191;13.312;53;6;2;3;111.71
68.935;105.93;7.053;1.633;9.685;0;3.57;0;74.942;2.661;3.708;2.678;55;7;2;2;95.22
62.38;51.269;9.142;3.547;9.987;0;1.719;6.695;4.521;6.938;5.115;3.605;27;7;3;3;6
69.126;57.875;16.262;4.566;17.754;4.025;2.519;.1;2.913;3.34;2.609;3.787;24;6;1;4;20.567
193.833;111.565;21.869;9.557;26.163;5.224;2.15;.12;1.3;1.269;41.125;2.788;35;2;1;3;0
52.117;72.257;54.367;3.064;6.071;0;0;.6;1.594;2.44;1.826;2.295;52;1;2;1;62.045
74.886;44.006;9.453;3.584;13.049;2.13;0;2.055;.115;6.541;4.746;2.333;34;6;2;4;86.269
71.272;52.249;10.762;3;8.976;3.898;5.005;.305;5.265;7.8;1.917;5.321;21;6;2;2;92.468
18.86;14.101;5.16;.763;5.938;0;0;.495;0;0;.294;1.451;73;10;6;1;0
70.775;62.267;6.181;2.741;16.026;6.033;6.56;.33;.517;12.031;6.185;5.663;34;2;2;2;92.58
73.597;56.084;6.67;2.792;16.985;3.595;4.87;6.175;.31;7.704;2.988;3.995;53;7;10;3;102.34
18.65;20.673;4.97;2.378;7.556;.06;0;1.66;.31;.22;1.545;1.974;70;10;6;1;0
111.829;138.079;64.024;4.033;23.883;1.95;3.18;.166;24.11;5.59;3.924;7.219;44;6;2;5;109.16
85.28;47.296;9.297;2.124;14.78;5.308;0;3.5;2.567;5.054;1.364;3.302;25;6;2;2;113.228
73.583;38.444;9.431;1.521;11.824;.93;.615;1.495;.168;7.589;2.328;2.543;58;6;2;2;103.41
70.811;64.648;16.405;3.292;16.141;1.725;0;.15;4.737;13.761;5.674;2.763;29;7;2;5;60.26
73.53;91.221;6.225;1.394;28.801;11.201;7.774;15.285;2.976;6.639;7.782;3.144;28;6;2;5;107.54
86.247;54.283;9.198;3.158;14.487;5.22;3.943;5.03;0;5.893;5.691;1.663;53;6;4;3;107.773
98.108;82.225;22.105;3.65;24.59;6.934;0;10.745;1.277;6.364;3.15;3.41;40;6;2;4;77.442
114.114;56.159;9.238;3.61;21.235;.93;1.13;1.015;6.59;3.9;2.252;6.259;30;7;2;4;92.03
98.612;98.307;10.442;3.886;22.382;4.11;.98;10.678;1.131;3.595;4.368;36.735;45;6;2;4;136.635
63.453;45.18;6.297;2.825;14.818;1.005;3.757;3.873;5.662;3.642;.434;2.867;24;6;4;4;82.7
19.45;10.803;6.62;.785;1.52;0;.869;0;0;.02;.154;.835;70;10;6;1;0
34;73.736;4.56;.677;6.679;1.94;1.88;0;0;49.77;7.025;1.205;64;7;2;2;44.76
64.122;57.255;6.2;3.258;21.183;2.41;3.433;.75;.18;8.492;5.363;5.986;48;6;4;4;84.91
19.672;17.828;6;2.75;5.648;0;0;0;1.65;0;1;.78;26;1;10;1;0
46.12;30.199;3;.025;9.697;11.05;5.252;0;.16;.315;.51;.19;33;8;2;1;59.37
43.94;29.843;3;.75;10.429;6;3.01;2.72;0;2.8;.544;.59;58;8;2;1;40.423
29.058;22.486;3;0;6.341;6.3;5.645;0;0;.825;0;.375;35;7;2;1;36.89
42.14;64.067;4;1.962;5.04;4.557;4.963;8.5;21.135;.08;12.5;1.33;33;1;2;1;62.996
42.121;32.944;4.173;3.204;15.022;0;2.3;0;2.358;1.64;1.342;2.905;59;6;2;2;56.23
77.256;91.036;3.607;4.04;49.469;1.52;11.5;.235;2.979;3.173;11.215;3.298;47;7;2;2;125.854
30.123;24.351;3.794;1.16;8.962;1.631;.22;3.25;2.308;.885;.835;1.306;76;10;6;2;0
21.577;6.302;1.67;.741;2.802;0;0;0;.425;0;.154;.51;84;11;8;1;0
79.452;57.463;18.123;4.365;7.618;1.66;3.555;0;.144;16.682;4.106;1.21;38;6;2;1;63.19
31.796;22.558;1.89;.926;11.456;.23;.86;1.845;.17;1.61;2.436;1.135;78;10;6;2;0
45.95;32.564;7.837;3.538;10.412;.15;0;.535;1.998;.975;5.676;1.443;66;10;6;2;0
73.105;37.201;5.58;.141;14.095;4;6.011;2.25;.249;3.19;.154;1.531;23;6;2;2;60.272
17.435;15.98;5.31;1.381;6.57;.075;.715;.27;0;0;1.176;.483;58;11;9;1;0
14.5;10.826;.625;1.342;5.265;0;.495;1.268;.096;0;.604;1.131;67;10;6;1;0
76.883;50.872;7.85;2.149;17.406;1.855;3.005;6.495;1.395;5.845;2.613;2.259;39;6;2;5;96.25
55.029;42.676;6.49;1.537;18.924;.3;1.27;1.988;2.18;4.605;2.719;2.663;84;10;6;3;39.45
57.523;57.435;9.481;1.359;8.443;0;2.303;2.5;6.59;16.199;.197;10.363;26;6;2;2;75.92
57.691;43.738;3.216;1.856;11.459;4.16;3.153;3;.266;9.292;5.538;1.798;23;6;2;1;72.43
96.288;70.788;25.56;3.194;16.613;2.375;.3;3.4;3.286;7.594;4.7;3.766;32;1;2;3;120.158
54.501;41.519;6.305;2.454;17.227;.6;4.325;.75;.146;4.845;1.452;3.415;53;6;4;2;19.72
29.863;31.822;7.02;7.5;9.326;0;2.8;0;2.642;1.06;.881;.593;30;7;10;3;0
44.294;39.127;12.477;9.088;8.44;0;2.61;0;.156;0;2.326;4.03;71;10;6;2;0
55.144;100.302;13.55;2.56;19.062;5.24;3.797;13.725;9.751;5.578;15.9;11.139;33;6;2;5;75.849
61.647;41.21;9.293;2.62;15.448;.555;0;4.405;.56;2.755;3.002;2.572;36;6;2;4;68.74
84.244;58.398;8.258;1.92;19.431;4.89;1.063;.3;2.13;12.696;4.135;3.575;24;1;2;2;91.951
23.863;32.112;8.823;3.034;5.112;0;0;2.24;3.417;.925;6.311;2.25;64;11;8;1;0
86.777;71.116;9.3;1.686;12.707;2.855;9.644;.44;6.719;2.12;4.644;21.001;25;2;2;2;124.635
93.823;95.55;7.995;3.33;31.544;5.815;3.995;7.17;5.265;10.615;8.227;11.594;46;6;4;5;124.663
16.675;11.104;3.606;.861;4.668;0;0;0;.077;0;1.554;.338;72;11;8;1;0
76.738;77.893;9.905;3.893;20.104;.755;2.472;7.143;3.981;21.704;2.054;5.882;28;7;2;4;98.864
62.5;61.59;12.737;4.54;17.278;.048;0;1.456;14.076;2.254;4.718;4.483;40;7;2;4;66.91
73.618;54.706;12.429;1.958;17.899;2.235;0;.17;.367;4.278;6.19;9.18;43;2;2;2;78.06
89.706;104.152;7.478;2.945;17.291;4.13;3.475;13.82;17.511;1.984;29.547;5.971;33;2;2;2;119.794
49.569;34.971;8.318;3.543;9.041;1.865;.972;0;6.351;.26;1.515;3.106;68;10;6;2;0
20.6;13.636;3.67;1.856;5.053;0;0;.295;.108;0;1.655;.999;79;11;8;1;0
41.196;28.356;7.896;.726;5.33;4.21;1.946;0;.011;6.865;.262;1.11;68;10;6;1;0
82.694;112.089;7.08;2.139;33.35;10.163;1.563;25.195;2.829;17.491;9.484;2.795;46;7;2;4;99.204
26.2;20.746;.61;2.078;9.659;1.61;1.49;.145;.058;.15;2.256;2.69;72;10;6;2;0
39.454;29.555;5.315;1.472;8.586;6.549;2.74;0;.077;.5;1.16;3.156;69;6;3;2;15.52
52.45;52.875;4.025;1.596;11.841;7.4;0;.4;.18;5.3;19.874;2.259;70;10;6;3;14.9
98.228;92.799;11.565;5.232;21.636;1.36;.095;7.073;.331;22;18.777;4.73;44;1;2;3;109.988
96.893;77.228;13.883;1.547;13.089;.858;0;.57;22.933;14.8;7.391;2.157;30;1;2;2;115.904
79.036;64.037;9.518;.793;13.828;3.755;5.806;1.945;1.723;17.697;4.842;4.13;45;6;2;2;130.16
71.597;66.861;27.842;1.877;15.473;2.78;3.185;1.475;.324;5.538;2.915;5.452;30;2;2;3;80.14
15.806;38.443;6.53;.768;10.602;0;10.755;4.15;0;.38;.65;4.608;55;11;9;2;0
100.056;124.149;7.155;3.847;18.758;6.475;0;13.5;.231;18.764;48.846;6.573;64;11;9;3;63.923
60.771;68.301;8.227;2.462;20.416;.6;5.649;.825;.138;22.723;1.018;6.243;31;9;2;4;65.25
88.058;113.916;18.836;8.921;17.674;0;0;8.445;.481;3.857;52.357;3.345;47;11;9;3;0
79.663;102.013;7.35;5.246;29.524;10.65;3.397;8.61;3.604;20.359;6.014;7.259;41;6;2;7;101.127
89.282;96.913;13.276;7.094;23.602;5.82;.19;0;3.728;24.754;12.149;6.3;63;10;7;2;0
149.308;144.605;15.826;6.741;42.899;13.33;0;17.21;4.078;18.247;7.934;18.34;34;9;2;2;192.019
79.668;85.073;6.2;1.888;19.683;3.5;2.375;9.805;5.14;25.513;4.684;6.285;28;6;2;5;110.97
20.674;19.072;6.21;2.21;7.294;0;2.46;0;0;0;.008;.89;69;10;6;1;0
76.89;47.845;8.31;2.536;12.098;1.265;4.399;5.846;1.477;8.008;1.025;2.881;31;6;2;4;98.572
79.198;77.877;6.34;2.137;28.631;.85;1.59;3;.325;24.525;2.893;7.586;38;6;2;7;88.8
68.596;65.806;8.04;-.258;18.245;2.175;5.979;15.36;4.019;4.56;1.714;5.972;21;6;2;4;105.77
74.681;69.44;16.56;1.375;17.989;1.863;8.546;3.005;7.306;5.815;3.292;3.689;50;6;2;3;102.58
61.366;63.629;5.48;1.4;15.266;9.146;3.27;9.625;9.029;1.239;3.742;5.432;21;6;2;2;80.244
117.859;85.733;19.47;1.815;26.196;0;0;11.29;5.591;11.583;3.828;5.96;34;6;2;5;165.493
56.357;65.524;9.873;1.058;11.64;0;0;.215;3.38;29.709;4.113;5.536;54;4;3;2;28.988
61.508;58.478;8.54;2.183;17.644;6.62;2.797;6.045;6.831;2.09;4.148;1.58;28;6;2;5;92.295
32.998;34.433;12.652;.993;12.32;.345;.69;.3;.029;2.583;1.483;3.038;67;10;6;2;0
118.626;36.41;12.529;1.657;10.493;0;0;.5;1.544;5.431;2.862;1.394;44;6;2;2;119.526
20.22;17.965;5.12;1.697;7.477;0;0;.19;.478;.225;.845;1.933;66;11;8;1;0
78.266;50.294;6.52;3.274;16.682;2.15;2.789;2.815;5.686;.42;4.91;5.048;30;6;2;4;88.268
32.094;22.546;5.681;.75;7.734;.575;3.192;0;.096;0;2.043;2.475;85;10;6;1;0
64.182;33.132;5.549;.842;9.349;2.49;0;2.5;.365;.961;4.585;6.491;22;6;2;2;83.598
27.415;21.145;3.064;1.685;9.143;2.551;.163;0;.147;0;2.597;1.795;63;11;9;2;0
23.128;17.802;4.333;3.344;4.751;.57;.63;0;2.247;.1;1.297;.53;56;8;3;1;6
31.83;34.325;4.88;1.937;8.093;4.375;4.531;0;1.504;6.681;1.784;.54;68;10;6;2;8
14.854;12.748;.737;2.069;4.928;0;0;0;.077;.365;2.606;1.966;76;11;8;1;0
75.828;63.044;10.959;3.43;11.585;0;4.997;15.938;1.71;6.527;3.552;4.346;24;7;2;4;88.07
57.07;63.288;20.549;4.889;15.194;.35;3.275;1.8;5.977;.454;6.261;4.539;31;2;1;4;0
65.001;60.206;6.064;4.271;15.792;.585;0;1.31;6.318;7.412;4.069;14.385;43;6;2;3;66.384
35.216;27.57;4.386;1.556;10.086;1.905;0;1.28;1.48;3.377;1.197;2.303;63;6;4;2;46.792
27.09;29.427;4.88;3.479;9.614;.77;4.416;.12;3.067;.49;1.093;1.498;71;10;6;2;0
40.521;53.074;5.23;4.652;17.401;11;2.93;1.26;0;7.013;2.212;1.376;27;7;2;5;53.31
57.749;42.738;9.082;2.117;14.672;1.33;2.615;5.295;.058;2.96;1.698;2.911;32;8;2;4;68.3
122.206;40.758;11.325;3.419;11.302;.21;0;1.045;.318;1.831;7.161;4.147;35;1;2;3;143.11
58.679;53.401;7.808;5.257;16.766;0;2.788;.715;9.325;6.626;.778;3.338;33;6;2;3;64.789
22.394;15.407;7.55;1.561;3.61;0;0;0;.048;0;1.705;.933;72;11;8;1;0
40.643;39.748;8.135;1.943;9.81;0;3.3;0;.603;13.805;1.174;.978;65;10;6;2;0
95.928;68.725;8.467;2.323;18.194;1.42;3.92;4.855;1.922;15.945;3.395;8.284;40;6;2;3;112.647
56.971;47.658;7.227;2.35;12.636;6.095;2.091;4.825;1.11;3.963;4.747;2.614;34;6;2;4;58.222
81.891;62.228;7.98;2.278;11.42;1.35;.2;8.745;1.435;18.781;6.207;3.832;23;1;2;2;94.532
95.511;83.144;9.741;3.208;22.618;.27;3.006;21.723;2.909;1.79;8.377;9.502;38;7;1;4;32.6
68.285;46.52;8.204;1.338;10.798;0;.285;12.42;5.037;5.48;.497;2.461;65;10;6;2;20.084
33.131;33.563;9.715;2.526;13.429;0;0;.315;.4;2.4;3.268;1.51;73;10;6;2;0
76.64;52.204;12.052;2.453;15.124;.18;5.19;.975;1.652;5.228;4.601;4.749;38;6;2;4;84.61
107.094;119.062;25.593;2.969;20.576;4.505;0;17.055;1.202;8.222;32.795;6.145;37;2;2;4;130.77
55.544;64.163;15.081;3.109;14.308;11.19;1.285;.14;.39;10.487;2.83;5.343;51;11;9;2;42.219
153.59;99.195;22.098;4.92;26.516;2.9;0;9.805;5.436;13.53;4.738;9.252;40;7;2;5;165.461
22.172;23.805;8.462;2.729;3.96;0;1.26;2.475;.125;0;3.874;.92;61;11;8;1;0
53.342;43.741;10;1.869;7.378;.22;0;.31;.23;21.226;1.503;1.005;43;6;10;3;0
52.066;55.864;13.231;13.656;7.598;10.64;0;.115;1.019;4.114;3.288;2.203;75;10;6;2;19.95
99.651;96.123;9.823;2.331;30.963;3.525;14.527;8.87;9.865;7.057;2.837;6.325;55;7;3;5;108.5
97.412;145.164;11.918;6.114;38.813;.695;15.164;22.11;4.077;33.369;7.177;5.727;44;4;2;4;108.482
35.136;45.118;3.095;2.826;15.467;0;7.164;.953;2.468;8.577;1.186;3.382;52;11;9;2;13.086
121.159;121.222;9.199;4.999;34.461;9.572;14.223;4.525;1.387;14.965;15.33;12.561;44;2;2;4;140.315
71.738;56.398;8.732;2.55;15.739;13.254;1.701;.875;.856;1.234;7.711;3.746;57;2;3;3;110.542
44.966;53.394;7.951;4.43;19.826;7.305;2.891;.46;.33;3.03;3.882;3.289;60;6;2;2;59.67
61.555;79.972;6.32;3.397;8.573;2.213;.752;4.145;.98;17.188;33.421;2.983;30;6;2;3;51.805
70.146;45.825;13.988;1.602;14.576;2.73;2.525;0;.055;6.505;2.579;1.265;56;6;2;2;85.122
65.922;58.197;13.852;1.945;11.964;1.58;5.718;.495;.12;10.436;9.526;2.561;31;6;2;4;72.57
74.489;50.392;13.577;3.423;12.124;.985;0;0;2.109;3.498;8.778;5.898;70;4;3;2;16.63
58.263;32.641;11.553;1.716;11.552;.126;.498;1.12;1.094;1.11;1.772;2.1;70;10;6;2;25.096
54.526;70.754;7.92;4.386;24.354;0;6.235;4.659;3.021;.405;4.119;15.655;30;6;2;6;60.557
79.676;47.13;5.47;4.368;19.552;5.29;4.873;0;1.018;1.565;1.509;3.485;31;7;2;5;69.06
162.161;109.081;11.475;3.601;26.79;9.73;4.928;13.625;3.311;22.058;6.145;7.418;54;6;2;4;227.619
241.282;289.344;8.098;3.223;36.461;9.09;8.901;107.83;4.006;83.45;4.641;23.644;59;6;2;6;228.8
142.935;119.434;27.114;3.91;21.07;2.845;7.05;2.735;1.648;3.172;36.542;13.348;52;2;1;3;48.577
85.435;99.801;8.78;3.277;15.861;5.561;3.094;23.415;.048;16.765;2.931;20.069;25;8;2;2;64.89
30.81;31.757;11.15;0;10.086;3.675;1.65;1.394;0;.2;1.651;1.951;68;10;6;2;0
56.891;49.351;7.855;3.701;15.941;2.115;7.379;.205;.145;8.832;.485;2.693;34;4;2;4;70.745
19.77;16.481;6.51;1.271;4.426;0;.43;1.625;.245;0;1.499;.475;73;11;8;1;0
40.463;33.567;6.165;1.671;10.356;10.74;0;0;.077;.1;2.569;1.889;74;10;6;1;0
67.01;36.104;0;4.223;11.152;14.89;0;0;0;0;2.324;3.515;73;10;6;3;60.47
62.595;46.083;8.472;2.144;19.702;.96;2.25;0;0;3.263;5.997;3.295;59;11;9;2;70.25
22.395;26.833;7.245;1.03;8.131;0;0;8.39;.09;.215;.592;1.14;23;11;9;2;0
112.084;111.238;9.167;4.092;24.251;5.97;6.139;25.139;14.31;7.943;9.052;5.175;40;6;2;5;128.39
15.378;17.378;4.335;0;4.275;0;0;2.1;3.152;.13;.832;2.554;79;10;6;1;0
146.74;96.731;7.45;3.824;19.693;.75;6.863;6.87;.1;12.38;4.951;33.85;51;6;2;3;170.06
75.472;63.906;12.458;4.055;18.006;.9;.903;.44;9.176;3.176;9.674;5.118;27;6;2;3;87.085
52.064;33.513;7.1;1.258;14.362;.87;1.066;.065;.126;4.233;2.632;1.801;55;6;2;2;71.21
24.81;25.228;5.445;1.445;7.942;0;3.174;2.44;1.25;.82;.904;1.808;65;8;2;1;14.31
27.653;25.982;4.903;1.546;9.858;3.625;0;1.25;.024;.725;3.551;.5;70;10;6;2;0
