"NIC" "TEX" "HOU" "FUE" "FOO" "ALC" "TOB" "CLO" "DUR" "TRA" "SER" "OGM" "AGE" "OCC" "ECP" "NOP" "NGW"
"3305" 99.249 91.323 6.569 9.31 28.682 4.913 3.901 13.69 1.586 4.565 11.057 7.05 35 1 1 6 9.231
"3306" 53.474 34.427 5.208 3.863 10.94 0 0 0 0 2.363 5.995 6.058 79 3 1 2 0
"3307" 54.88 77.812 6.935 3.708 27.426 2.36 2.935 15.455 1.2 1.36 9.902 6.531 35 6 2 4 68.18
"3308" 42.554 41.958 5 8.136 14.676 1.765 3.01 0.175 5.738 0 1.367 2.091 26 7 2 4 43.73
"3309" 66.058 58.815 6.67 3.196 16.333 0 2.89 3.25 0.096 8.794 15.552 2.034 33 3 2 4 84.9
"3310" 150.719 91.535 8.17 4.197 27.358 21.668 3.659 0.75 0.154 14.963 5.714 4.902 47 6 2 5 197.163
"3311" 44.3 24.972 6.34 2.754 9.121 0 0 3.495 0.076 1.6 0.892 0.694 75 7 2 2 37
"3312" 39.831 16.97 2.308 1.3 7.687 0 0 0 0.058 2.25 1.963 1.404 61 7 2 1 36.615
"3313" 23.251 18.386 5.654 1.077 6.838 0.795 0.519 0.54 0.333 0 2.557 0.073 71 11 8 1 0
"3314" 60.516 43.529 5.039 1.248 3.651 0 0 11.145 0 18.611 3.43 0.405 27 7 2 2 71.77
"3315" 54.702 47.774 4.086 2.324 12.375 3.165 10.466 0 1.362 3.574 1.317 9.105 59 7 10 2 35
"3316" 47.306 44.828 4 0.1 3.793 3.175 4.395 5 0.28 18.582 3.303 2.2 24 7 2 1 72.66
"3317" 39.079 60.58 4.25 0.3 10.281 10.62 2.185 0 1.495 30.874 0.32 0.255 26 7 2 1 57
"3318" 22.698 60.412 7.5 0.8 10.976 22.265 4.725 0 0 6.596 4.94 2.61 42 5 2 1 26.999
"3319" 133.431 103.636 9.092 5.584 21.058 18.208 9.89 11.71 12.962 5.455 5.153 4.524 60 6 2 4 177.87
"3320" 66.281 76.733 5.966 5.486 22.358 2.99 5.663 11.126 1.902 13.575 5.661 2.006 29 2 2 5 82.313
"3321" 69.18 48.526 7.23 1.463 10.801 3.455 2.205 0.145 10.016 6.117 3.344 3.75 57 4 2 2 66.53
"3322" 16.073 18.214 2.435 1.43 8.054 1.235 1.05 0 0.335 0.635 1.329 1.711 68 10 6 1 0
"3323" 75.121 94.612 6.46 1.786 16.14 5.9 5.775 27.05 0 28.902 1.426 1.173 52 6 2 2 107.603
"3324" 55.911 56.818 3.133 4.23 18.194 0 2.73 0.17 5.445 11.272 8.025 3.619 57 6 2 2 42.37
"3325" 18.137 17.487 5.327 4.854 5.494 0 0 0 0.287 0.07 0.522 0.933 77 11 8 1 0
"3326" 16.18 18.371 4.615 3.135 4.151 2.535 0 0 0.494 0.72 1.096 1.625 63 8 10 1 0
"3327" 22.8 15.983 7.183 2.281 4.38 0 0 0 0.5 0.12 0.904 0.615 68 11 8 1 0
"3328" 52.285 64.193 6.92 3.441 14.952 4.42 3.398 23.34 0 3.279 1.888 2.555 51 7 2 2 63.915
"3329" 63.813 43.331 3.333 3.725 16.427 5.35 6.354 0 0.067 1.01 3.867 3.198 55 11 9 4 55
"3330" 46.898 37.571 3.422 3.327 13.291 1.335 4.12 2.35 0.087 2.71 3.38 3.549 65 6 2 2 50
"3331" 19.234 16.931 2.884 4.651 5.529 0.475 0 0 0.038 0.51 2.184 0.66 81 11 8 1 0
"3332" 18.864 15.006 0 3.22 5.852 1.36 1.065 0 0.179 0 2.792 0.538 64 10 6 1 0
"3333" 25.89 18.491 1.847 3.02 6.785 0 3.985 0 0.125 0.27 0.809 1.65 61 11 9 2 0
"3334" 38.048 31.964 2.548 4.504 13.528 4.4 0 1.575 0.038 1.4 2.301 1.67 60 6 2 2 51.71
"3335" 261.116 97.738 6.49 9.631 31.724 2.48 4.161 15.615 7.147 4.34 6.462 9.688 50 6 2 4 323.486
"3336" 32.961 30.608 7.463 3.169 13.563 0.18 2.982 0 0 0.675 1.327 1.249 58 7 2 2 49.103
"3337" 67.98 44.959 8.915 2.421 13.463 0 4.675 10.025 2.37 0.525 0.31 2.255 55 11 9 2 36.46
"3338" 56.98 59.058 5.26 3.183 22.272 6.1 6.866 1.725 2.22 1.91 2.186 7.336 60 6 2 2 60.9
"3339" 100.676 77.887 5.13 1.15 31.047 1.6 5.424 14.97 0.195 2.059 4.167 12.145 48 6 2 6 115.38
"3340" 24.755 50.734 3.143 4.362 13.25 2.73 2.52 0 1.531 15.449 4.745 3.004 57 11 9 2 0
"3341" 60.103 62.723 5.218 6.269 17.4 5.88 4.006 5.165 0.455 11.498 3.413 3.419 29 6 2 6 62.13
"3342" 85.174 76.671 10.621 2.27 19.479 14.425 0 0.475 11.016 8.311 7.789 2.285 57 11 9 3 55.384
"3343" 24.14 37.848 4.97 0.512 18.016 0 2.71 3.42 0 1.384 5.611 1.225 26 11 9 4 0
"3344" 22.075 33.76 5.429 0.973 4.753 0 0.725 9.98 0.592 0.535 6.047 4.726 62 11 8 1 0
"3345" 44.88 40.565 0 1.534 12.571 6.325 0.218 13.995 0.583 0.25 1.134 3.955 65 10 6 2 3.5
"3346" 62.847 77.303 2.491 3.045 24.21 20.77 1.92 7.895 3.933 4.549 5.229 3.261 38 11 9 4 41.1
"3347" 32.625 52.145 5.683 1.566 21.062 0.775 1.68 16.1 0.05 0 3.294 1.935 64 11 9 2 0
"3348" 116.207 135.239 4.174 7.593 28.539 6.225 2.177 45.01 9.23 1.269 11.619 19.403 26 7 3 3 35.596
"3349" 72.7 56.722 3.257 5.062 19.987 5.555 0.57 13.525 0 4.437 0.646 3.683 39 6 2 6 77.26
"3350" 28.257 39.174 7.037 5.575 15.101 0 2.255 2.085 2.475 0.7 0.762 3.184 31 11 9 3 0
"3351" 31.577 35.801 3.828 3.474 10.384 0 6.37 0.585 0.067 5.795 2.328 2.97 59 6 10 2 0
"3352" 60.629 64.301 4.253 2.69 26.556 0.305 3.593 5.195 4.313 11.088 1.84 4.468 38 6 2 4 89.18
"3353" 57.007 42.529 10.947 2.892 18.489 2.695 2.031 0.028 0.18 0.16 2.861 2.246 38 6 1 4 1
"3354" 79.623 91.397 3.399 5.323 20.507 5.848 0.87 24.118 5.815 13.199 5.215 7.103 46 6 2 3 102.264
"3355" 67.919 48.349 6.8 1.504 17.805 2.835 6.182 5.295 3.25 0.34 1.546 2.792 38 6 2 6 79.61
"3356" 35.699 34.905 2.193 1.063 7.712 4.905 2.818 0 0.087 14.489 0.08 1.558 36 7 2 1 50.06
"3357" 21.784 14.929 6.12 0.441 6.523 0 0 0.375 0.488 0 0.777 0.205 55 11 9 1 0
"3358" 97.667 102.643 6.745 6.444 28.759 6.785 12.774 5.23 3.19 17.817 2.85 12.049 52 6 2 4 138.067
"3359" 69.47 79.256 8.33 4.659 21.294 1.5 6.3 14.085 6.846 2.83 3.43 9.982 53 11 9 4 27.74
"3360" 58.437 43.58 2.62 1.502 20.576 1.56 1.675 0.15 0.456 10.084 2.741 2.216 45 5 2 2 63
"3361" 85.183 176.02 4.295 1.304 13.028 0.33 0 7.56 1.704 5.816 138.865 3.118 54 6 2 2 118.83
"3362" 115.691 52.781 5.75 2.931 18.221 2.74 7.83 5.225 0 4.625 4.614 0.845 56 7 2 3 64.19
"3363" 62.204 51.95 12.405 1.673 13.811 1.25 4.607 4.445 3.23 6.681 2.524 1.324 35 6 10 5 24.6
"3364" 21.207 21.874 5.88 4.979 5.769 0.22 1.524 0.495 0.165 0.525 0.908 1.409 54 11 9 1 0
"3365" 59.083 39.275 5.84 5.135 12.001 2.52 2.708 3.19 0.048 5.438 0.307 2.088 30 6 2 4 76.62
"3366" 79.684 42.297 9.025 1.654 11.82 4.18 2.7 0.1 0.035 9.42 1.32 2.043 64 6 2 2 86.59
"3367" 16.114 26.107 4.1 1.058 8.284 0 0 8.42 0.077 0.615 1.629 1.924 75 11 8 1 0
"3368" 53.645 42.31 2.923 6.495 14.607 0.435 6.245 2.055 2.773 0.675 2.32 3.782 56 7 2 3 35.4
"3369" 40.545 41.529 2.44 1.771 15.804 3.1 5.873 4.36 0.138 2.535 2.625 2.883 50 6 2 3 65.135
"3370" 19.876 27.558 2.712 1.023 9.951 0.125 1.32 10.32 0 1.5 0.154 0.453 84 10 6 1 0
"3371" 47.137 104.968 2.894 2.29 57.331 8.423 3.435 0.275 1.379 18.212 4.873 5.856 53 6 2 3 42.875
"3372" 15.638 18.908 1.48 0.825 5.659 0.02 1.665 0 6.7 0 1.544 1.015 67 11 8 1 0
"3373" 22.119 16.107 4.766 1.292 6.499 0 0 0 0.221 0.01 1.154 2.165 72 10 6 1 0
"3374" 83.612 62.282 12.589 7.664 15.84 8.35 3.05 3.25 0.554 2.555 4.422 4.008 26 6 2 4 92.691
"3375" 107.11 56.652 6.955 6.296 17.901 1.67 0 7.71 0.508 4.235 5.469 5.908 56 4 2 2 137.531
"3376" 48.514 26.043 5.663 1.885 10.877 1.54 0.17 0.845 0.838 0.779 1.735 1.711 27 3 2 3 45.959
"3377" 142.222 160.243 29.77 12.04 24.794 2.68 11.824 17.064 0.702 20.177 32.888 8.304 50 3 2 4 189.56
"3378" 76.491 66.635 4.286 2.368 25.452 0.5 0 12.13 0.772 12.873 6.279 1.975 47 2 2 3 100.66
"3379" 29.6 31.808 2.631 3.295 9.617 4.69 5.963 3 0.096 0 0.161 2.355 73 10 6 2 0
"3380" 38.195 31.815 0.492 3.495 10.863 0.9 2.636 2.475 5.79 0.889 1.874 2.401 54 6 10 2 19.58
"3381" 70.174 41.036 5.85 11.14 16.046 0 1.51 0.605 1.16 0 1.51 3.215 49 7 2 3 105.21
"3382" 113.699 127.747 7.272 3.914 20.225 14.71 8.293 4.5 0.133 46.981 19.831 1.888 49 4 4 3 132.146
"3383" 56.87 34.268 2.54 2.96 7.35 5.3 3.9 3.402 0.208 3.251 1.299 4.058 28 7 2 2 76.978
"3384" 50.759 37.66 2.75 4.699 12.246 6.94 4.988 0 1.018 0.35 1.066 3.603 38 6 2 4 59.183
"3385" 74.77 53.803 5.435 2.466 17.359 3.09 6.143 0.873 0.58 13.754 1.405 2.698 26 6 2 3 101.28
"3386" 43.8 47.672 5.88 3.605 13.132 0.225 2.525 1.875 2.281 1.252 15.542 1.355 49 8 2 3 63.16
"3387" 77.23 42.033 6.411 0 16.124 3.335 0 3.071 4.145 3.75 2.677 2.52 62 1 2 2 106.154
"3388" 128.704 54.95 3.537 2.308 17.385 0.16 0 20.181 2.038 1.617 3.523 4.201 51 2 1 2 0
"3389" 132.99 51.74 6.447 3.764 14.592 2.215 0.9 4.79 3.382 2.995 3.186 9.469 52 2 1 3 56.594
"3390" 118.774 116.151 5.85 4.11 41.269 14.085 9.712 3.124 22.916 5.1 3.917 6.068 54 8 2 6 116.99
"3391" 82.084 27.545 1.959 2.382 14.251 0.15 1.827 0.02 0.096 1.467 2.184 3.209 24 2 1 3 0
"3392" 15.39 8.562 0.831 0.743 4.155 0 0 0.08 0.058 0 1.827 0.868 73 11 8 1 0
"3393" 36.254 25.038 1.232 2.593 16.243 0 0.52 0 0.077 0 0.375 3.998 82 10 6 2 0
"3394" 30 16.076 5.198 1.454 3.044 0 0.85 2.745 0.038 1.04 1.297 0.41 56 4 2 1 42.64
"3395" 24.533 16.427 2.269 2.317 2.386 6.09 2.61 0 0 0 0.135 0.62 61 7 4 1 34.288
"3396" 33.836 105.926 2.475 2.526 19.595 21.5 5.975 34.25 4.697 1.994 7.911 5.003 41 8 2 1 60.74
"3397" 33.983 79.758 2.449 2.238 9.493 5.915 0.625 5.825 6.236 36.023 4.026 6.928 28 6 1 2 0
"3398" 16.326 18.216 3.142 1.093 8.778 0 0 0 0.096 0 1.199 3.908 69 11 8 1 0
"3399" 44.13 20.126 1.568 1.656 9.808 0 0 0 0.115 3.75 1.454 1.775 75 11 8 2 39.63
"3400" 56.452 75.029 4.888 0.68 0 0 0 0 0.077 7.11 61.944 0.33 54 2 2 1 77.74
"3401" 89.268 44.402 6.594 7.121 7.428 1.665 0 2.29 0.231 8.295 7.192 3.586 34 3 3 5 97.983
"3402" 18.633 17.866 4.108 2.294 3.97 0 0 0.225 0.168 0 5.498 1.603 75 11 8 1 0
"3403" 71.826 54.448 6.429 5.827 15.483 3.935 2.485 9.354 1.737 2.965 4.158 2.075 31 6 2 4 86.14
"3404" 19.24 18.241 8.498 2.602 4.242 0 0 0 0.805 0.3 0.496 1.298 64 11 8 1 0
"3405" 66.241 62.806 4.756 5.308 16.802 3.37 10.564 6.957 5.108 3.014 3.671 3.256 32 6 2 4 69.027
"3406" 67.287 39.132 6.081 4.171 14.597 0 2.643 0 0.365 8.223 1.582 1.47 47 6 2 3 79.599
"3407" 145.318 94.413 13.879 7.758 24.819 2.673 5.992 17.04 3.255 5.536 11.996 1.465 58 1 1 2 39.272
"3408" 117.803 59.064 13.29 0.886 2.591 0 0 0.25 17.549 11.525 3.633 9.34 62 1 2 1 149.07
"3409" 35.9 33.254 3.039 4.242 12.321 4.17 0 5.875 0.048 0 1.127 2.432 73 10 6 2 0
"3410" 70.49 130.313 6.781 2.034 15.393 0 2.35 0.57 73.596 19.387 6.663 3.539 35 6 2 4 101.61
"3411" 27.545 26.683 7.243 1.769 5.918 0.52 1.829 2.405 3 1.1 1.195 1.704 30 11 9 3 0
"3412" 119.895 86.042 12.023 1.315 8.053 1.385 0 6.115 6.687 47.517 2.004 0.943 29 2 2 2 153.321
"3413" 26.41 33.549 4.231 3.154 12.586 0.42 0 6.545 2.177 0 1.701 2.735 64 10 7 2 0
"3414" 23.122 20.565 4.203 1.361 6.62 0 1.26 1.65 0.247 1.34 2.086 1.798 49 5 2 1 29.29
"3415" 36.56 52.39 5.461 5.186 14.967 0 2.28 5.907 9.382 1.386 4.706 3.115 23 6 2 3 64.661
"3416" 63.895 33.328 4.759 3.889 12.791 0 1.655 0.2 0.558 7.167 0.503 1.806 55 7 2 2 82.85
"3417" 83.076 72.342 6.24 1.126 17.451 5.834 5.164 17.66 2.435 9.004 3.6 3.828 33 6 2 4 100.137
"3418" 117.099 59.262 5.357 1.702 17.24 5.995 3.271 3.815 4.312 8.353 6.446 2.771 61 7 2 3 175.433
"3419" 21.68 14.365 6.231 1.344 4.253 0 0 0 0.058 0 1.874 0.605 70 11 8 1 0
"3420" 25.59 31.094 1.996 2.692 11.514 2.725 1.828 3.145 0.345 1.57 3.146 2.133 26 6 2 4 54.474
"3421" 18.66 17.707 2.615 4.006 7.116 0 0 0.15 0.587 0.36 1.918 0.955 71 11 8 1 0
"3422" 39.88 83.558 5.038 4.412 30.974 4.76 5.88 11.5 0.502 0 4.107 16.385 56 7 2 2 55.1
"3423" 49.584 41.741 5.677 3.904 9.337 3.321 7.681 3.097 2.389 2.724 2.996 0.615 25 7 2 4 61.36
"3424" 112.949 91.125 9.824 2.721 46.001 5.69 2.72 2.25 0.645 2.739 9.63 8.905 46 3 4 4 142.434
"3425" 36.555 39.684 5.53 3.275 9.971 0 2.795 8.302 3.941 2.85 0.8 2.22 37 7 2 2 33.08
"3426" 49.548 53.915 5.03 2.795 21.2 7.72 3.01 2.28 5.47 2.17 2.161 2.079 24 6 2 3 55.86
"3427" 82.213 113.612 14.741 8.434 25.793 4.2 1.935 9.025 0.966 25.023 13.402 10.093 41 2 1 5 0
"3428" 146.168 129.863 6.32 10.112 25.361 14.159 0.15 17.395 10.147 25.841 7.712 12.666 47 7 2 6 169.83
"3429" 46.88 92.883 5.86 1.394 19.031 3.2 0.235 6.26 1.991 21.347 28.107 5.458 37 7 2 4 61.25
"3430" 19.58 27.136 4.8 2.518 5.97 1.81 2.47 3.865 3.38 0 1.305 1.018 65 10 6 1 0
"3431" 63.112 40.119 3.357 1.91 15.617 0.965 2.135 0 0.916 8.762 2.491 3.966 45 2 1 3 24.11
"3432" 33.15 11.915 2 2.94 4.248 0 1.086 0 0.067 0.404 0.71 0.46 65 10 6 2 0
"3433" 41.855 28.678 3.759 1.922 11.393 0 4.1 0.51 0.031 3.156 0.776 3.031 65 10 6 2 11.055
"3434" 37.203 36.688 1.661 1.475 15.149 3.51 1.474 3.295 0.987 4.1 4.216 0.821 19 6 2 4 33.71
"3435" 60.929 44.222 7.59 3.923 12.865 0.18 0 0.353 5.147 6.662 2.814 4.688 29 6 2 3 65.12
"3436" 51.604 33.019 3.362 3.54 15.034 0.19 0 0.93 1.225 4.309 1.119 3.31 41 7 2 4 56.256
"3437" 44.21 41.816 8.22 2.004 19.491 0 2.018 2.735 0.827 3.256 1.117 2.148 48 6 2 3 54.65
"3438" 40.078 33.359 1.5 5.731 11.46 1.625 0 2.565 0.27 4.581 0.883 4.744 30 6 2 3 53.09
"3439" 136.793 234.822 19.202 11.538 26.206 2.34 0 12.02 82.785 48.409 27.068 5.254 53 2 2 2 163.384
"3440" 69.73 60.059 5.93 5.167 17.584 4.475 9.053 0 0.634 4.71 5.476 7.03 48 2 2 2 96.5
"3441" 87.703 73.113 8.788 4.69 30.097 5.745 0.7 3.015 2.151 8.072 5.676 4.179 48 7 2 6 94.57
"3442" 84.782 77.317 7.352 2.825 20.329 0 5.715 12.295 0.257 15.803 3.583 9.158 66 10 6 3 70.895
"3443" 21.075 32.693 7.746 3.796 5.04 0 0 7.6 0.077 0.05 7.404 0.98 75 10 6 1 0
"3444" 55.634 43.801 6.222 4.45 16.34 0 6.42 0 1.378 3.119 4.251 1.621 67 10 6 4 34.05
"3445" 138.304 84.379 11.169 1.198 28.447 8.205 2.79 2.05 7.577 12.777 4.941 5.225 49 6 2 6 172.61
"3446" 56.373 48.795 9.226 2.307 15.097 5.645 5.108 0.175 4.087 2.025 2.76 2.365 72 10 6 5 52.65
"3447" 57.35 50.878 8.681 2.864 16.952 0.28 4.485 1.995 1.233 5.989 4.59 3.809 41 6 2 4 66.39
"3448" 69.064 54.89 12.274 2.135 19.089 0 4.707 0 5.24 1.84 5.893 3.712 28 6 2 4 75.145
"3449" 185.148 145.469 9.549 6.672 36.639 27.5 15.889 7.53 1.572 24.83 7.283 8.005 43 6 2 6 261.28
"3450" 46.31 77.143 4.585 2.829 17.449 0.12 6.148 2.88 26.704 12.643 1.097 2.688 59 6 2 2 74.5
"3451" 31.99 14.89 4.911 1.478 2.44 0 2.1 0 1.567 0.36 1.264 0.77 74 10 6 1 0
"3452" 79.9 69.008 6.718 8.229 17.907 1.435 6.112 2.423 8.475 3.12 7.674 6.915 24 6 2 3 108.01
"3453" 83.091 75.293 10 3.32 26.012 7.8 4.445 3.569 0.6 7.575 3.373 8.599 37 6 2 7 97.55
"3454" 77.639 68.443 6.93 5.625 15.17 1.59 0 18.915 0.058 12.037 5.917 2.201 38 6 10 4 107.17
"3455" 52.458 74.726 7.725 4.69 16.267 9.16 3.76 16.81 0.379 9.415 3.522 2.998 25 4 4 3 72.74
"3456" 73.773 75.276 9.475 4.869 19.061 3.79 6.764 0.325 7.874 4.325 13.655 5.138 36 6 2 5 89.358
"3457" 57.53 60.974 8.181 2.924 19.484 4.48 6.3 3.245 6.709 2.334 3.478 3.839 25 6 2 4 78.72
"3458" 56.345 68.156 7.248 3.18 16.532 0 2.375 11.965 0.077 20.479 3.626 2.674 63 6 2 2 80.4
"3459" 94.602 81.082 9.249 3.721 21.518 0.485 6.205 1.145 4.602 19.555 7.789 6.813 34 6 4 5 60.75
"3460" 57.56 67.296 13.262 5.445 18.868 0 1.726 10.19 2.533 6.585 6.319 2.368 61 8 3 2 58.7
"3461" 71.278 69.487 6.693 3.575 30.326 0 8.101 2.5 0.077 5.67 9.021 3.524 67 11 8 3 47.513
"3462" 49.719 56.141 1.812 4.455 24.858 0 3.01 9.095 2.596 3.109 4.051 3.155 36 8 3 5 47.97
"3463" 94.827 79.093 8.146 3.75 19.058 3.97 6.532 6.755 16.775 7.785 1.411 4.911 42 6 2 5 123.18
"3464" 93.304 93.565 5.529 8.256 30.002 0 8.075 6.365 0.704 15.649 7.653 11.332 59 11 9 7 87.036
"3465" 66.786 75.931 10.622 3.341 18.993 0 1.89 20.955 0.722 10.866 4.404 4.138 49 1 2 3 91.95
"3466" 36.921 63.482 1.762 1.686 21.01 4.85 3.225 1.83 12.396 3.615 8.475 4.633 47 6 4 4 0
"3467" 64.699 65.044 9.205 1.294 23.275 1.955 4.3 0.65 3.175 14.4 0.75 6.04 31 7 2 6 68.521
"3468" 112.555 198.195 7.221 4.066 24.731 7.265 6.993 21.066 1.781 33.082 83.197 8.793 49 6 2 5 144.659
"3469" 20.812 14.745 6.12 0.914 3.106 0 0 0 0.077 0.04 3.579 0.909 65 11 8 1 0
"3470" 88.479 74.046 21.193 6.165 15.117 0 0 3.275 3.469 16.8 4.084 3.943 26 6 2 3 99.99
"3471" 92.136 69.362 8.333 5.763 23.286 9.325 0.55 2.525 7.064 3.836 5.996 2.684 26 1 2 2 109.425
"3472" 42.276 59.295 7.514 4.11 21.862 0.19 2.078 4.495 4.445 2.725 4.034 7.842 27 7 10 2 34
"3473" 108.387 63.043 10.205 4.4 14.346 0 0 18.36 0.287 3.705 5.615 6.125 25 6 2 2 137.319
"3474" 72.273 50.139 10.863 3.6 13.22 2.43 4.265 0 4.846 5.459 2.576 2.88 30 2 2 4 93.767
"3475" 50.67 29.58 5.663 3.252 9.254 7.23 0.331 0 0 2.045 0.642 1.163 81 11 8 2 45.5
"3476" 64.431 43.32 5.978 4.114 13.119 1.675 1.398 0 0.087 8.37 5.605 2.974 72 11 8 2 55.726
"3477" 27.938 28.648 5.045 4.128 7.59 0 2.153 0 5.115 1.62 2.017 0.98 71 10 6 2 0
"3478" 75.806 66.677 9.074 0.97 30.064 0 0 10.51 0.157 2.31 7.552 6.04 42 2 1 6 0
"3479" 55.75 69.324 0.748 5.616 14.639 1.525 3.963 9.385 19.104 11.831 1.328 1.185 63 6 2 2 63.95
"3480" 91.282 94.265 11.939 5.375 32.511 0 0 3.205 0.311 24.601 4.128 12.195 30 2 1 7 14
"3481" 97.46 71.587 11.769 6.053 21.784 2.265 3.102 7.743 1.71 3.561 9.905 3.695 37 1 2 4 62.715
"3482" 86.912 100.916 13.197 4.385 19.976 3.215 2.185 2.075 10.202 37.3 4.672 3.709 34 2 2 4 95.136
"3483" 21.12 17.578 5.335 1.509 6.847 0 0 0 0.118 0 1.958 1.811 69 11 8 1 0
"3484" 88.2 66.663 6.055 4.685 17.921 6.255 5.331 5.245 0.062 12.225 6.297 2.587 29 6 2 4 113.65
"3485" 89.09 72.104 5.707 3.31 39.069 6.008 7.678 1.95 0.026 2.977 2.624 2.755 53 6 1 7 39.296
"3486" 69.683 63.372 5.492 3.218 22.159 2.875 1.324 0.855 0.346 0.144 14.054 12.905 30 4 2 4 101.583
"3487" 80.231 136.864 19.107 7.364 15.75 4.005 4.578 1.19 21 48.558 12.086 3.226 54 2 10 4 0
"3488" 53.845 45.755 5.603 2.732 13.554 2.515 3.05 7.43 5.386 2 0.956 2.529 44 11 9 4 34.73
"3489" 127.262 144.184 7.03 4.564 30.805 30.39 19.437 3.395 0.1 32.464 10.226 5.773 51 6 2 6 176.353
"3490" 13.55 13.487 0.406 5.781 5.041 0 0 0 0.04 0 1.345 0.874 87 11 8 1 0
"3491" 31.9 35.056 2.565 3.645 9.695 4.095 3.185 5.306 0.087 1.265 3.425 1.788 62 11 9 2 22.3
"3492" 22.2 17.299 0.572 3.445 7.613 0 0.55 0.13 0.44 0.94 2.161 1.448 66 10 6 2 0
"3493" 76.258 45.513 5.428 2.646 10.563 5.73 6.18 0 0 10.05 0.846 4.07 49 7 2 2 109.17
"3494" 93.823 74.246 6.58 3.711 20.822 0.33 0 16.468 7.201 8.877 5.959 4.298 46 7 4 3 127.934
"3495" 82.984 64.745 5.51 3.639 15.752 7.475 5.468 10.6 3.105 4.825 5.771 2.6 55 8 2 2 124.92
"3496" 16.68 15.731 1.57 0.676 5.051 0 0.48 6.6 0.202 0 0.914 0.238 72 10 6 1 0
"3497" 24.285 16.267 4.145 2.252 1.509 0 3.01 1.735 0 0 0.286 3.33 49 6 2 1 33.032
"3498" 48.187 42.805 5.25 3.018 17.7 1.78 0 3.63 1.143 4.165 1.952 4.167 45 7 2 5 58.853
"3499" 49.753 49.694 6.495 1.398 28.386 0 0 0.5 0.115 6.616 2.388 3.796 62 2 1 2 0
"3500" 129.845 142.642 9.601 8.822 23.145 5.97 4.3 12.95 7.745 22.784 16.47 30.855 48 6 2 2 164.625
"3501" 18.77 15.71 5.01 2.654 4.33 0 2.76 0 0 0 0.1 0.856 64 11 9 1 0
"3502" 39.748 54.128 12.135 3.923 12.712 0.496 6.251 6.745 0.096 7.745 1.355 2.67 61 7 2 3 47.54
"3503" 60.06 20.828 0.805 0.223 12.221 1.615 4.015 0.13 0 0 1.104 0.715 33 6 10 7 0
"3504" 68.738 113.89 12.49 8.335 20.541 11.805 4.095 9.13 22.241 7.282 5.252 12.719 35 6 2 4 126.9
"3505" 84.144 76.902 4.431 5.208 15.024 1.975 4.62 2.009 22.298 9.163 8.341 3.833 52 6 2 3 107.519
"3506" 205.861 273.343 6.48 11.019 67.281 30.71 20.199 83.157 0.038 32.673 9.255 12.531 49 7 2 7 269.24
"3507" 123.964 105.269 5.453 3.517 28.88 9.4 9.47 18.862 0.1 11.393 13.426 4.768 52 7 2 5 182.028
"3508" 32.248 29.358 2 4.633 8.745 0.725 5.818 0.135 3.092 1.796 0.751 1.663 23 7 10 4 0
"3509" 65.475 62.287 5.215 4.277 21.521 6.955 6.183 0.675 4.747 5.18 2.867 4.667 60 7 2 4 73.73
"3510" 76.033 68.381 13.987 3.568 19.115 5.17 5.027 1.565 1.975 8.99 5.648 3.336 46 6 2 3 102.94
"3511" 82.626 72.573 5.785 4.017 13.06 5.69 4.163 1.338 5.127 17.08 9.462 6.851 41 6 2 2 116.43
"3512" 19.17 19.266 5.193 2.99 6.161 0 1.132 0 0.485 1.1 0.344 1.861 67 11 8 1 0
"3513" 61.521 57.176 1.025 7.868 19.742 5.835 6.249 1.045 1.063 5.445 3.188 5.716 23 8 10 4 75.84
"3514" 79.833 97.927 8.408 3.847 20.147 5.405 4.623 5.205 4.575 24.401 11.716 9.6 28 1 2 4 86.674
"3515" 143.591 82.616 6.23 3.485 19.099 10.785 10.22 7.959 4.428 7.601 7.285 5.524 44 6 2 5 193.11
"3516" 49.655 53.438 4.95 3.692 19.938 0.185 2.151 2.49 2.329 11.099 2.961 3.643 55 6 2 2 91.85
"3517" 71.141 99.005 6.231 3.213 18.188 3.76 2.98 15.12 3.21 11.639 26.299 8.365 41 7 4 6 72.5
"3518" 71.972 50.934 5.193 5.077 14.976 0.555 4.7 1.55 0.521 8.425 5.734 4.203 56 6 2 2 98.199
"3519" 55.207 61.019 5.885 2.143 20.777 5.238 0 4.695 0.914 11.435 4.966 4.966 59 6 10 4 0
"3520" 46.566 34.48 7.504 1.845 8.502 0 0 10.975 0.151 0.534 2.833 2.136 85 10 6 2 0
"3521" 129.136 104.247 6.625 2.982 29.55 15.173 8.327 12.275 6.085 11.377 8.738 3.115 43 4 2 4 167.5
"3522" 86.949 66.386 11.431 4.865 24.355 0 0.9 3.995 0.141 13.843 3.611 3.245 42 1 2 6 77.492
"3523" 59.497 61.691 14.506 6.409 15.802 0.92 3.155 0.75 0.186 13.974 1.129 4.86 56 7 2 4 76.3
"3524" 31.021 27.182 4.586 2.372 8.322 7.986 2.145 0 0.024 0.058 1.469 0.22 73 4 3 1 17.192
"3525" 33.007 36.741 7.618 2.22 12.52 1.71 0 1.095 3.858 0 5.676 2.044 67 10 6 2 0
"3526" 82.744 211.966 3.397 3.84 15.032 4.835 0.83 1.825 2.778 10.601 162.513 6.315 60 3 2 2 116.028
